# The SELF container, as three independent open-source projects read or write it.
# Columns: struct, field, offset, size, type, value, note
#
# read-from: shadPS4@be21649             src/core/loader/elf.h        C++       reader
#            fpPS4@04cefd4               sys/sys_types.pas            Pascal    reader
#            OpenOrbis-PS4-Toolchain@0a1aaf9  scripts/make_fself.py   Python    WRITER
#            prosperity@3475257          tools/pkg_extract/pkg_extract.py  Python  reader
#
# The fourth source, a reader, confirms the writer independently, including the two fields a
# loader rejects a container without: `if not (flags & 0x800): continue` and
# `idx = (flags >> 20) & 0xFFF`. It also pins that the ELF begins at
# `0x20 + segment_count * 0x20`, immediately after the entry table with no padding.
#
# No vendor binary was read to produce this table, and none may be read to extend it. `titles/`
# holds packages to check output against, never to derive from.
#
# The sources describe the Orbis-generation container: OpenOrbis is an Orbis-generation
# toolchain and the readers are Orbis-generation loaders. Rows are IMPLEMENTATIONS-level except
# where a measurement below settles them, and a file built from this table is a hypothesis
# until the hardware accepts or rejects it.
#
# The fixed header rows against 32 containers installed on Prospero-generation hardware:
#
#   ptype 0x1 (PTYPE_FAKE)  9 containers   all nine fixed rows match this table
#   ptype 0x0              23 containers   the same five rows differ, identically, on every one
#
#   the five:  version 0x10 (table 0x0)      attributes 0x32 (table 0x12)
#              key_type 0x10000301 (0x101)   program_type 0x3 (table 0x1)
#              flags 0x52 (table 0x22)
#
# The other four (`mode` 0x1, `endian` 0x1, `category` 0x1, `padding3` 0x0) hold on all 32 and
# each row says so in place. The table derives from OpenOrbis, a fake-SELF writer, so it
# describes what that writer produces.
#
# In this sample authenticity and container kind coincide: every ptype 0x1 container is a
# `PPSA` game and every ptype 0x0 container an `NPXS` system application. The five rows may
# track fake-versus-genuine or application-versus-system. The fake reading is better supported
# (it is what the source wrote, and `ptype` is the field for it) but not established; a genuine
# application container or a fake system one would separate them. `mkself` emits the same five
# values at every privilege tier, since `Privilege` reaches only `paid` in `self_ex_info`.
#
#   measured-by: obscene 048-selfaudit, payload leg
#   settles: no non-fake container on the measured hardware matches these five rows, and all
#            nine fixed rows hold for fake ones. Does not settle whether the five track
#            authenticity or container kind.
#
# Magic against `ex_info.ptype`, all 32 containers:
#
#                     Prospero magic (54 14 F5 EE)   Orbis magic (4F 15 3D 1D)
#   ptype 0x0                    23                             0
#   ptype 0x1                     7                             2
#
# Every genuine container carries the Prospero-generation magic. The fakes span both values,
# so the hardware does not impose it; the correlation has the control group the five header
# rows lack. A title's eboot does not carry the Orbis-generation magic; the two that do are
# fake.
#
# Both magics are accepted, each on its own delivery route:
#
#   Orbis magic     a package built with it installs, mounts, loads and executes
#   Prospero magic  a native title directory whose eboot carries it installs, launches and runs
#                   to completion; the eboot was built by `mkself --generation 5` and read back
#                   by the census probe as one of the seven fake/Prospero entries above
#
# Because acceptance differs by route, there is no default magic: the pipeline requires
# `--target`, so every container built here names its magic by naming its machine (D100).
#
#   measured-by: obscene 048-selfaudit, payload and eboot legs
#   settles: genuine Prospero-generation containers carry the Prospero magic, 23 of 23, with
#            fakes on both sides as a control; a container built here with that magic is
#            accepted on the native-title route. Does not settle either magic on the other route.
#
# The tail layout `[... ex_info 64][npdrm 48]` ending at `header_size` comes from OpenOrbis, a
# writer; no reader supplies it. Seven containers not written from this table (six system apps
# under `/system/vsh/app/`, plus `/system_ex/app/FAKE00000/`) read:
#
#   paid       0x1bac98  0x7ce04  0x20a0a0  0x176144  0x219d74  0xa36c4  0x8e7a34
#   ptype      0x0       0x0      0x0       0x0       0x0       0x0      0x0
#   app_version 0x0      0x0      0x0       0x0       0x0       0x0      0x0
#   fw_version 0x48      0x48     0x48      0x48      0x48      0x48     0x48
#   npdrm.type 0x0       0x0      0x0       0x0       0x0       0x0      0x0
#
# Files of different sizes agreeing on three of four fields is not what a misaligned read
# gives, and the full census finds `ptype 0x0` and `npdrm.type 0x0` on all 23 genuine
# containers, so the offset is consistent with the measurement. `paid` varying per application
# fits a program authority id. `ptype 0x0` is not among the `ptype` values listed below, and
# `npdrm.type 0x0` (the table pins 0x3) reads as no npdrm control block; neither gets a row,
# since an unexplained value is not named.
#
#   measured-by: obscene 048-selfaudit, payload leg
#   settles: nothing about what the values mean; the tail is where this table says for seven
#            containers not written here, and they carry `ptype` 0x0 and no npdrm block.
#
# Two readers give the shape and one constant; the writer gives the blocks a loader skips
# (everything from `ex_info` down) and settles two things the readers leave open:
#
#   * bytes 4..7 - shadPS4 names four fields without values, fpPS4 gives `00 01 01 12` as one
#     word, OpenOrbis names them and gives the values. All three agree.
#   * `0x22` at offset 26 is computed: `0x2 | (signed_block_count & 0x7) << 4`, with
#     signed_block_count = 2.
#
# Bytes 8..11: shadPS4 reads `category:u8, program_type:u8, padding1:u16`; OpenOrbis writes one
# `key_type:u32 = 0x101`. Little-endian those are the same bytes, `01 01 00 00`, so both
# readings are recorded.
#
#   [self_header 32][entry 32 x N][ELF ehdr + phdrs][pad to 16][ex_info 64][npdrm 48]   <- header_size
#   [meta_block 80 x N][meta_footer 80][signature 256]                                  <- meta_size
#   [segment payloads, each aligned to 16]                                              <- from header_size + meta_size
#
# Two entries per segment: a digest entry carrying one 32-byte digest per BLOCK_SIZE block of
# the segment, then a data entry carrying the segment itself. `segment_count` is twice the
# number of qualifying program headers; the readers do not say so.
#
# Qualifying program header types: PT_LOAD, PT_SCE_RELRO, PT_SCE_DYNLIBDATA, PT_SCE_COMMENT.
# PT_SCE_VERSION is kept aside as version_data rather than becoming an entry.
#
# For a fake SELF every digest and the whole signature are zero, which is the same statement
# `meta_block` makes by being 80 zero bytes: nothing here is claiming to be signed.
#
# The magic differs by generation and only the first four bytes change; header size, segment
# size and layout are identical. orbistoun (`crates/orbistoun-elf/src/wrapper.rs`) records
# both from real material, and that both appear in one title: bundled modules use the
# Prospero-generation format, substituted stub libraries the Orbis-generation one.
#
#     Prospero generation  54 14 F5 EE
#     Orbis generation     4F 15 3D 1D    <- what every source above describes
#
# `version_data` handling and the auth_info path `make_fself.py` takes are not described.
#
struct	field	offset	size	type	value	note
self_header	magic	0	4	u32	0x1D3D154F	bytes 4F 15 3D 1D. All three sources
self_header	version	4	1	u8	0x00	OpenOrbis VERSION; fpPS4 reads 4..7 as "always 00 01 01 12" [genuine: 0x10 on 23/23, sweep 20260909-175052]
self_header	mode	5	1	u8	0x01	OpenOrbis MODE [CONFIRMED on 23/23 genuine containers (ex_info.ptype 0x0) and 9/9 fake, sweep 20260909-175052 - material this repository did not produce]
self_header	endian	6	1	u8	0x01	OpenOrbis ENDIAN. 1 is little-endian [CONFIRMED on 23/23 genuine and 9/9 fake, sweep 20260909-175052]
self_header	attributes	7	1	u8	0x12	OpenOrbis ATTRIBS [genuine: 0x32 on 23/23, sweep 20260909-175052]
self_header	key_type	8	4	u32	0x101	OpenOrbis. shadPS4 splits this - see the two rows below [genuine: 0x10000301 on 23/23, sweep 20260909-175052]
self_header	category	8	1	u8	0x01	shadPS4 name; fpPS4 Content_Type, 1 on a SELF and 4 on a PUP entry [CONFIRMED on 23/23 genuine and 9/9 fake, sweep 20260909-175052]
self_header	program_type	9	1	u8	0x01	shadPS4 name. Low bytes of key_type read separately [genuine: 0x03 on 23/23, sweep 20260909-175052]
self_header	header_size	12	2	u16	-	offset at which the ELF payload begins
self_header	meta_size	14	2	u16	-	fpPS4 names this Sign_Size and queries whether it is metadata
self_header	file_size	16	8	u64	-	OpenOrbis u64; shadPS4 reads u32 + u32 padding, same bytes
self_header	segment_count	24	2	u16	-	OpenOrbis num_entries
self_header	flags	26	2	u16	0x0022	both readers call this unknown/always-0x22. = 0x2 | (signed_block_count << 4) [genuine: 0x0052 on 23/23 = five signed blocks, sweep 20260909-175052]
self_header	padding3	28	4	u32	0x00000000	[CONFIRMED on 23/23 genuine and 9/9 fake, sweep 20260909-175052]
self_header	(size)	-	32	-	-	
self_segment	flags	0	8	u64	-	see the segment_flag rows
self_segment	file_offset	8	8	u64	-	
self_segment	file_size	16	8	u64	-	encrypted/compressed size
self_segment	memory_size	24	8	u64	-	decrypted/decompressed size
self_segment	(size)	-	32	-	-	
segment_flag	ordered	-	-	bit	0x1	shadPS4 IsOrdered, fpPS4 SF_ORDR
segment_flag	encrypted	-	-	bit	0x2	shadPS4 IsEncrypted, fpPS4 SF_ENCR
segment_flag	signed	-	-	bit	0x4	shadPS4 IsSigned, fpPS4 SF_SIGN
segment_flag	compressed	-	-	bit	0x8	shadPS4 IsCompressed, fpPS4 SF_DFLG deflated
segment_flag	blocked	-	-	bit	0x800	shadPS4 IsBlocked, fpPS4 SF_BFLG. The writer calls this bit has_blocks - same bit 11, three names
segment_flag	id	-	-	field	bits 20..31	shadPS4 GetId masks 0xFFF, the writer masks 0xFFFF as segment_index. Only the writer says what it means
ex_info	paid	0	8	u64	0x3100000000000002	OpenOrbis default. Program authority id
ex_info	ptype	8	8	u64	0x1	PTYPE_FAKE. THIS is what makes a fake SELF fake
ex_info	app_version	16	8	u64	0x0	
ex_info	fw_version	24	8	u64	0x0	
ex_info	digest	32	32	bytes	-	SHA-256
ex_info	(size)	-	64	-	-	OpenOrbis FMT '<4Q32s'
ptype	fake	-	-	value	0x1	the only one this project may produce
ptype	npdrm_exec	-	-	value	0x4	
ptype	npdrm_dynlib	-	-	value	0x5	
ptype	system_exec	-	-	value	0x8	
ptype	system_dynlib	-	-	value	0x9	OpenOrbis notes this includes Mono binaries
ptype	host_kernel	-	-	value	0xC	
ptype	secure_module	-	-	value	0xE	
ptype	secure_kernel	-	-	value	0xF	
npdrm_control	type	0	2	u16	-	SELF_CONTROL_BLOCK_TYPE_NPDRM
npdrm_control	pad	2	14	bytes	0	
npdrm_control	content_id	16	19	bytes	-	
npdrm_control	random_pad	35	13	bytes	-	
npdrm_control	(size)	-	48	-	-	OpenOrbis FMT '<H14x19s13s'
meta_block	(zeros)	0	80	bytes	0	entirely zero. FMT '<80x' - which is what "fake" means here
meta_block	(size)	-	80	-	-	
meta_footer	pad	0	48	bytes	0	
meta_footer	unk1	48	4	u32	0x10000	OpenOrbis sets this constant and does not name it
meta_footer	pad2	52	28	bytes	0	
meta_footer	(size)	-	80	-	-	OpenOrbis FMT '<48xI28x'
const	digest_size	-	-	value	0x20	SHA-256, one per block in a digest entry
const	signature_size	-	-	value	0x100	zero-filled for a fake SELF
const	block_size	-	-	value	0x4000	digest granularity for segment data
const	npdrm_block_type	-	-	value	0x3	SELF_CONTROL_BLOCK_TYPE_NPDRM
const	content_id_size	-	-	value	0x13	19 bytes, zero-filled here
const	random_pad_size	-	-	value	0xD	13 bytes, zero-filled here
const	header_align	-	-	value	16	header_size is aligned up to this before ex_info
const	segment_align	-	-	value	16	each payload offset is aligned up to this
entry_prop	order_shift	-	-	value	0	bit position, mask 0x1
entry_prop	encrypted_shift	-	-	value	1	bit position, mask 0x1
entry_prop	signed_shift	-	-	value	2	bit position, mask 0x1
phdr_type	pt_load	-	-	value	0x1	becomes two entries
phdr_type	pt_sce_relro	-	-	value	0x61000010	becomes two entries
phdr_type	pt_sce_dynlibdata	-	-	value	0x61000000	becomes two entries
phdr_type	pt_sce_comment	-	-	value	0x6FFFFF00	becomes two entries
phdr_type	pt_sce_version	-	-	value	0x6FFFFF01	kept as version_data, not an entry
entry_prop	compressed_shift	-	-	value	3	mask 0x1
entry_prop	window_bits_shift	-	-	value	8	mask 0x7
entry_prop	has_blocks_shift	-	-	value	11	mask 0x1. The bit shadPS4 reads as IsBlocked
entry_prop	block_size_shift	-	-	value	12	mask 0xF. Encoded as ilog2(bytes) - 12, so 0x4000 stores as 2
entry_prop	has_digests_shift	-	-	value	16	mask 0x1
entry_prop	has_extents_shift	-	-	value	17	mask 0x1
entry_prop	segment_index_shift	-	-	value	20	mask 0xFFFF. The field shadPS4 reads as GetId
